,id_material,codigo_material,caracteristicas,tempo_estabilizacao,id_precedencias,fator_inc,descricao_material,unidade_material,centro trabalho
10747,10747,70010798,"{'AGL_EMBALAGEM': '1', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '630', 'AGL_LARGURA': '94', 'AGL_ESPESSURA': '15', 'AGL_ACABAMENTO': 'S21'}",3,[645],[0.11112000000000001],"PL CC 8405/S21 630X94X15,0 01",PL,CCSSECME
10748,10748,70010799,"{'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '80', 'AGL_COMPRIMENTO': '1030', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '530', 'AGL_ACABAMENTO': 'S21'}",3,[10790],[1.0],"PL CC 8405/S21 1030X530X80,0 NE",PL,CNMLAMLX
10749,10749,70010800,"{'AGL_ESPESSURA': '38', 'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940'}",3,[7508],[1.0],"PL CC 8405/S21 940X640X38,0 NE",PL,CNMLAMLX
10750,10750,70010801,"{'AGL_LARGURA': '640', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '37', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_COMPRIMENTO': '940'}",3,[10802],[1.0],"PL CC 8405/S21 940X640X37,0 NE",PL,CNMLAMLX
10751,10751,70010802,"{'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '950', 'AGL_ESPESSURA': '35', 'AGL_LARGURA': '650', 'AGL_ACABAMENTO': 'S21'}",3,[10794],[1.0],"PL CC 8405/S21  950X650X35,0 NE",PL,CNMLAMLX
10752,10752,70010803,"{'AGL_LARGURA': '650', 'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '32', 'AGL_COMPRIMENTO': '950', 'AGL_EMBALAGEM': 'NE'}",3,[10795],[1.0],"PL CC 8405/S21  950X650X32,0 NE",PL,CNMLAMLX
10753,10753,70010804,"{'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940'}",3,[6020],[0.013699999999999999],"PL CC 8405/S21 940X640X3,0  NE",PL,CNMLAMLX
10754,10754,70010805,"{'AGL_COMPRIMENTO': '950', 'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '27', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '650'}",3,[10796],[1.0],"PL CC 8405/S21  950X650X27,0 NE",PL,CNMLAMLX
10755,10755,70010806,"{'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_ESPESSURA': '10,5'}",3,[6020],[0.04348],"PL CC 8405/S21 940X640X10,5 NE",PL,CNMLAMLX
10756,10756,70010807,"{'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_EMBALAGEM': '1', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '7', 'AGL_ACABAMENTO': 'S21'}",3,[824],[1.0],"PL CC 8405/S21  940X640X7,0 01",PL,CNMEMBPL
10757,10757,70010808,"{'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '5', 'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '640'}",3,[2079],[0.023260000000000003],"PL CC 8405/S21 940X640X5,0 NE",PL,CNMLAMLX
10758,10758,70010809,"{'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '640', 'AGL_ESPESSURA': '47'}",3,[10797],[1.0],"PL CC 8405/S21  940X640X47,0 NE",PL,CNMLAMLX
10759,10759,70010810,"{'AGL_ACABAMENTO': 'S21', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '47', 'AGL_COMPRIMENTO': '940'}",3,[10758],[1.0],"PL CC 8405/S21  940X640X47,0 01",PL,CNMEMBPL
10760,10760,70010811,"{'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_ACABAMENTO': 'S21', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '40,5'}",3,[10800],[1.0],"PL CC 8405/S21  940X640X40,5 NE",PL,CNMLAMLX
10761,10761,70010812,"{'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '640', 'AGL_EMBALAGEM': '1', 'AGL_ESPESSURA': '4'}",3,[4041],[1.0],"PL CC 8405/S21  940X640X4,0 01",PL,CNMEMBPL
10762,10762,70010813,"{'AGL_ESPESSURA': '37,5', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': 'S21', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405'}",3,[10801],[1.0],"PL CC 8405/S21  940X640X37,5 NE",PL,CNMLAMLX
10763,10763,70010814,"{'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '26', 'AGL_LARGURA': '640'}",3,[6020],[0.11112000000000001],"PL CC 8405/S21  940X640X26,0 NE",PL,CNMLAMLX
10764,10764,70010815,"{'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_ACABAMENTO': 'S21', 'AGL_ESPESSURA': '25,5', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE'}",3,[6020],[0.111111],"PL CC 8405/S21  940X640X25,5 NE",PL,CNMLAMLX
10765,10765,70010816,"{'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '20,5', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_COMPRIMENTO': '940'}",3,[6020],[0.08889],"PL CC 8405/S21  940X640X20,5 NE",PL,CNMLAMLX
10766,10766,70010817,"{'AGL_LARGURA': '640', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': 'S21', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '17,5', 'AGL_REFERENCIA': '8405'}",3,[6020],[0.07693000000000001],"PL CC 8405/S21  940X640X17,5 NE",PL,CNMLAMLX
10767,10767,70010818,"{'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '15,5', 'AGL_EMBALAGEM': 'NE'}",3,[6020],[0.06667000000000001],"PL CC 8405/S21  940X640X15,5 NE",PL,CNMLAMLX
10768,10768,70010819,"{'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S21', 'AGL_LARGURA': '610', 'AGL_COMPRIMENTO': '915', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '45'}",3,[14804],[1.0],"PL CC 8405/S21 915X610X45,0 NE",PL,CNMLAMLX
10769,10769,70010820,"{'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '6', 'AGL_ACABAMENTO': 'S11', 'AGL_LARGURA': '500', 'AGL_COMPRIMENTO': '1000'}",3,[6020],[0.030303],"PL CC 8405/S11 1000X500X6,0  NE",PL,CNMLAMLX
10770,10770,70010821,"{'AGL_ACABAMENTO': 'S11', 'AGL_COMPRIMENTO': '1000', 'AGL_LARGURA': '500', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '12', 'AGL_REFERENCIA': '8405'}",3,[5706],[0.05883],"PL CC 8405/S11 1000X500X12,0 NE",PL,CNMLAMLX
10771,10771,70010822,"{'AGL_LARGURA': '640', 'AGL_ESPESSURA': '5,5', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': 'S11', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE'}",3,[6020],[0.023529],"PL CC 8405/S11 940X640X5,5  NE",PL,CNMLAMLX
10772,10772,70010823,"{'AGL_ESPESSURA': '6,5', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': 'S11', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE'}",3,[6020],[0.027780000000000003],"PL CC 8405/S11  940X640X6,5  NE",PL,CNMLAMLX
10773,10773,70010824,"{'AGL_ESPESSURA': '3', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S11', 'AGL_EMBALAGEM': '3', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940'}",3,[656],[1.0],"PL CC 8405/S11  940X640X3,0 03",PL,CNMEMBPL
10774,10774,70010825,"{'AGL_LARGURA': '640', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '12', 'AGL_ACABAMENTO': 'S11', 'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405'}",3,[6020],[0.05],"PL CC 8405/S11  940X640X12,0 NE",PL,CNMLAMLX
10775,10775,70010826,"{'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'S11', 'AGL_LARGURA': '615', 'AGL_ESPESSURA': '10', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '925'}",3,[5720],[0.04211],"PL CC 8405/S11  925X615X10,0 NE",PL,CNMLAMLX
10776,10776,70010827,"{'AGL_LARGURA': '610', 'AGL_ESPESSURA': '7', 'AGL_ACABAMENTO': 'S11', 'AGL_COMPRIMENTO': '915', 'AGL_EMBALAGEM': 'BA', 'AGL_REFERENCIA': '8405'}",3,[6100],[1.0],"PL CC 8405/S11  915X610X7,0 BA",PL,CNMEMBPL
10777,10777,70010828,"{'AGL_ACABAMENTO': 'PXX', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '12,5', 'AGL_COMPRIMENTO': '1220', 'AGL_LARGURA': '915'}",3,[11886],[0.05],"PL CC 8405/PXX 1220X915X12,5 NE",PL,CNMLAMPL
10778,10778,70010829,"{'AGL_ESPESSURA': '6', 'AGL_ACABAMENTO': 'PKA', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '1000', 'AGL_LARGURA': '500'}",3,[5706],[0.028579999999999998],"PL CC 8405/PKA 1000X500X6,0  NE",PL,CNMLAMPL
10779,10779,70010830,"{'AGL_LARGURA': '500', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '5', 'AGL_ACABAMENTO': 'PKA', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '1000'}",3,[5706],[0.023809999999999998],"PL CC 8405/PKA 1000X500X5,0  NE",PL,CNMLAMPL
10780,10780,70010831,"{'AGL_LARGURA': '500', 'AGL_COMPRIMENTO': '1000', 'AGL_ESPESSURA': '4', 'AGL_ACABAMENTO': 'PKA', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405'}",3,[5706],[0.01924],"PL CC 8405/PKA 1000X500X4,0  NE",PL,CNMLAMPL
10781,10781,70010832,"{'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '3', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': 'PKA', 'AGL_LARGURA': '500', 'AGL_COMPRIMENTO': '1000'}",3,[5706],[0.014289999999999999],"PL CC 8405/PKA 1000X500X3,0  NE",PL,CNMLAMPL
10782,10782,70010833,"{'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '8', 'AGL_LARGURA': '500', 'AGL_COMPRIMENTO': '1000', 'AGL_ACABAMENTO': 'PAA'}",3,[5706],[0.03847],"PL CC 8405/PAA 1000X500X8,0  NE",PL,CNMLAMPL
10783,10783,70010834,"{'AGL_ACABAMENTO': 'PAA', 'AGL_LARGURA': '500', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '1000', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '12'}",3,[5706],[0.05883],"PL CC 8405/PAA 1000X500X12,0 NE",PL,CNMLAMPL
10784,10784,70010835,"{'AGL_LARGURA': '500', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '1000', 'AGL_ESPESSURA': '10', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': 'PAA'}",3,[5706],[0.047619999999999996],"PL CC 8405/PAA 1000X500X10,0 NE",PL,CNMLAMPL
10785,10785,70010836,"{'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '60', 'AGL_LARGURA': '640', 'AGL_EMBALAGEM': 'NE'}",3,[6020],[0.26802699999999996],"PL CC 8405/000 940X640X60,0 NE",PL,CNMSERPL
10786,10786,70010837,"{'AGL_ESPESSURA': '52', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': '000', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405'}",3,[6020],[0.25],"PL CC 8405/000 940X640X52,0 NE",PL,CNMSERPL
10787,10787,70010838,"{'AGL_LARGURA': '650', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': '000', 'AGL_COMPRIMENTO': '950', 'AGL_ESPESSURA': '102', 'AGL_REFERENCIA': '8405'}",3,[12003],[0.5],PL CC 8405/000 950X650X102 NE,PL,CNMSERPL
10788,10788,70010839,"{'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '35', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940'}",3,[6020],[0.16666999999999998],"PL CC 8405/000 940X640X35,0 NE",PL,CNMSERPL
10789,10789,70010840,"{'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_ESPESSURA': '29', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': '000'}",3,[6020],[0.142857],"PL CC 8405/000 940X640X29,0 NE",PL,CNMSERPL
10790,10790,70010841,"{'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': '000', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '530', 'AGL_COMPRIMENTO': '1030', 'AGL_ESPESSURA': '82'}",3,[6166],[0.5],"PL CC 8405/000 1030X530X82,0 NE",PL,CNMSERPL
10791,10791,70010842,"{'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '50', 'AGL_COMPRIMENTO': '1000', 'AGL_LARGURA': '500', 'AGL_EMBALAGEM': 'NE'}",3,[5706],[0.27154500000000004],"PL CC 8405/000 1000X500X50,0 NE",PL,CNMSERPL
10792,10792,70010843,"{'AGL_LARGURA': '500', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '35', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '1000'}",3,[5706],[0.2],"PL CC 8405/000 1000X500X35,0 NE",PL,CNMSERPL
10793,10793,70010844,"{'AGL_ESPESSURA': '30', 'AGL_LARGURA': '500', 'AGL_COMPRIMENTO': '1000', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE'}",3,[5706],[0.166667],"PL CC 8405/000 1000X500X30,0 NE",PL,CNMSERPL
10794,10794,70010845,"{'AGL_COMPRIMENTO': '950', 'AGL_LARGURA': '650', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': '000', 'AGL_ESPESSURA': '37', 'AGL_EMBALAGEM': 'NE'}",3,[5723],[0.215385],"PL CC 8405/000 950X650X37,0 NE",PL,CNMSERPL
10795,10795,70010846,"{'AGL_LARGURA': '650', 'AGL_ACABAMENTO': '000', 'AGL_COMPRIMENTO': '950', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '34', 'AGL_REFERENCIA': '8405'}",3,[5723],[0.2],"PL CC 8405/000 950X650X34,0 NE",PL,CNMSERPL
10796,10796,70010847,"{'AGL_LARGURA': '650', 'AGL_ACABAMENTO': '000', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '950', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '29'}",3,[5723],[0.166667],"PL CC 8405/000 950X650X29,0 NE",PL,CNMSERPL
10797,10797,70010848,"{'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_ACABAMENTO': '000', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '49,0'}",3,[6020],[0.220408],"PL CC 8405/000 940X640X49,0 NE",PL,CNMSERPL
10798,10798,70010849,"{'AGL_ESPESSURA': '45', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '940', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405'}",3,[6020],[0.2],"PL CC 8405/000  940X640X45,0 NE",PL,CNMSERPL
10799,10799,70010850,"{'AGL_ACABAMENTO': '000', 'AGL_ESPESSURA': '46', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405'}",3,[6020],[0.2],"PL CC 8405/000 940X640X46,0 NE",PL,CNMSERPL
10800,10800,70010851,"{'AGL_ACABAMENTO': '000', 'AGL_LARGURA': '640', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '940', 'AGL_ESPESSURA': '42,5', 'AGL_EMBALAGEM': 'NE'}",3,[6020],[0.2],"PL CC 8405/000 940X640X42,5 NE",PL,CNMSERPL
10801,10801,70010852,"{'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': '000', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '39,5', 'AGL_LARGURA': '640'}",3,[6020],[0.166667],"PL CC 8405/000 940X640X39,5 NE",PL,CNMSERPL
10802,10802,70010853,"{'AGL_ESPESSURA': '39,0', 'AGL_LARGURA': '640', 'AGL_ACABAMENTO': '000', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405'}",3,[6020],[0.177959],"PL CC 8405/000 940X640X39,0 NE",PL,CNMSERPL
10803,10803,70010854,"{'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '148'}",3,[6020],[0.64898],PL CC 8405/000  940X640X148 NE,PL,CNMSERPL
10804,10804,70010855,"{'AGL_ESPESSURA': '50', 'AGL_COMPRIMENTO': '915', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '610'}",3,[5691],[0.22449000000000002],"PL CC 8405/000  915X610X50,0 NE",PL,CNMSERPL
10805,10805,70010856,"{'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '45', 'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610', 'AGL_REFERENCIA': '8405'}",3,[5691],[0.2],"PL CC 8405/000  915X610X45,0 NE",PL,CNMSERPL
10806,10806,70010857,"{'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '915', 'AGL_LARGURA': '610', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '40'}",3,[5691],[0.2],"PL CC 8405/000  915X610X40,0 NE",PL,CNMSERPL
10807,10807,70010858,"{'AGL_LARGURA': '610', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '35', 'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '915'}",3,[5691],[0.166667],"PL CC 8405/000  915X610X35,0 NE",PL,CNMSERPL
10808,10808,70010859,"{'AGL_REFERENCIA': '8405', 'AGL_COMPRIMENTO': '770', 'AGL_ESPESSURA': '250', 'AGL_LARGURA': '570', 'AGL_EMBALAGEM': 'NE'}",3,[11880],[1.0],PL CC 8405/000 770X568X250 NE,PL,CRMSERRA
10809,10809,70010860,"{'AGL_LARGURA': '305', 'AGL_ESPESSURA': '5', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405', 'AGL_ACABAMENTO': 'E01', 'AGL_COMPRIMENTO': '305'}",3,"[4281, 4281]","[0.16666666666666666, 0.16666666666666666]","PL CC 8405/E01 305X305X5,0 NE",PL,CCSBALMQ
10810,10810,70010861,"{'AGL_LARGURA': '610', 'AGL_ACABAMENTO': 'E01', 'AGL_ESPESSURA': '5', 'AGL_COMPRIMENTO': '915', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405'}",3,[5691],[0.02],"PL CC 8405/E01  915X610X5,0  NE",PL,CNMLAMPL
10811,10811,70010862,"{'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '4', 'AGL_COMPRIMENTO': '95', 'AGL_ACABAMENTO': 'CW2', 'AGL_LARGURA': '95', 'AGL_EMBALAGEM': 'NE'}",3,[10812],[0.018518055555555555],"PL CC 8405/CW2 95X95X4,0 NE",PL,CCSBALMQ
10812,10812,70010863,"{'AGL_LARGURA': '640', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': 'CW2', 'AGL_COMPRIMENTO': '940', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '2,9'}",3,[825],[1.0],"PL CC 8405/CW2 940X640X2,9 NE",PL,CCSPARAF
10813,10813,70010864,"{'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '640', 'AGL_COMPRIMENTO': '940', 'AGL_ACABAMENTO': 'CW1', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '2,9'}",3,[825],[1.0],"PL CC 8405/CW1 940X640X2,9 NE",PL,CCSPARAF
10814,10814,70010866,"{'AGL_LARGURA': '610', 'AGL_ACABAMENTO': 'CW1', 'AGL_COMPRIMENTO': '910', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '10', 'AGL_EMBALAGEM': 'NE'}",3,[1033],[1.0],"PL CC 8405/CW1 910X610X10,0 NE",PL,CCSPARAF
10815,10815,70010870,"{'AGL_ESPESSURA': '6', 'AGL_EMBALAGEM': 'NE', 'AGL_DIAMETRO': '102', 'AGL_ACABAMENTO': 'S11', 'AGL_REFERENCIA': '8405'}",3,[642],[0.026],"PL CC 8405/S11X6,0X102 NE",PL,CCSBALJT
10816,10816,70010871,"{'AGL_COMPRIMENTO': '95', 'AGL_ACABAMENTO': 'S11', 'AGL_ESPESSURA': '3', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '95'}",3,[825],[0.018515],"PL CC 8405/S11 95X95X3,0 NE",PL,CCSBALJT
10817,10817,70010874,"{'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '900', 'AGL_ESPESSURA': '5', 'AGL_LARGURA': '600', 'AGL_REFERENCIA': '8405'}",3,[11877],[0.02],"PL CC 8405/000 900X600X5,0 NE",PL,CNMLAMPL
10818,10818,70010875,"{'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '6', 'AGL_COMPRIMENTO': '600', 'AGL_LARGURA': '450', 'AGL_EMBALAGEM': 'NE'}",3,[922],[0.5],"PL CC 8405/000 600X450X6,0 NE",PL,CCSSECME
10819,10819,70010876,"{'AGL_COMPRIMENTO': '600', 'AGL_LARGURA': '450', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '5'}",3,[4042],[0.5],"PL CC 8405/000 600X450X5,0 NE",PL,CCSSECME
10820,10820,70010877,"{'AGL_LARGURA': '450', 'AGL_ESPESSURA': '4', 'AGL_COMPRIMENTO': '600', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405'}",3,[4041],[0.5],"PL CC 8405/000 600X450X4,0 NE",PL,CCSBALMQ
10821,10821,70010878,"{'AGL_ESPESSURA': '3', 'AGL_LARGURA': '450', 'AGL_REFERENCIA': '8405', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '600'}",3,[656],[0.5],"PL CC 8405/000 600X450X3,0 NE",PL,CCSBALMQ
10822,10822,70010879,"{'AGL_COMPRIMENTO': '600', 'AGL_LARGURA': '450', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '2', 'AGL_REFERENCIA': '8405'}",3,[657],[0.5],"PL CC 8405/000 600X450X2,0 NE",PL,CCSBALMQ
10823,10823,70010881,"{'AGL_REFERENCIA': '5351', 'AGL_ESPESSURA': '3,2', 'AGL_LARGURA': '650', 'AGL_EMBALAGEM': 'NE', 'AGL_ACABAMENTO': '000', 'AGL_COMPRIMENTO': '950'}",0,[1439],[0.01613],"PL CI 5351/000 950X650X3,2 NE",PL,CRMLAMPL
10824,10824,70010882,"{'AGL_COMPRIMENTO': '450', 'AGL_EMBALAGEM': 'NE', 'AGL_COMBINACAO': 'C221', 'AGL_ESPESSURA': '7', 'AGL_LARGURA': '300'}",0,[2335],[0.25],"PL ML C221/000 430X285X7,0 NE",PL,CCSSECME
10825,10825,70010883,"{'AGL_COMPRIMENTO': '450', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '300', 'AGL_ESPESSURA': '5', 'AGL_REFERENCIA': '8405'}",3,[4042],[0.25],"PL CC 8405/000 450X300X5,0 NE",PL,CCSSECME
10826,10826,70010884,"{'AGL_ESPESSURA': '4', 'AGL_LARGURA': '300', 'AGL_COMPRIMENTO': '450', 'AGL_EMBALAGEM': 'NE', 'AGL_REFERENCIA': '8405'}",3,[4041],[0.25],"PL CC 8405/000 450X300X4,0 NE",PL,CCSBALMQ
10827,10827,70010885,"{'AGL_LARGURA': '300', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '3', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '450'}",3,[656],[0.25],"PL CC 8405/000 450X300X3,0 NE",PL,CCSBALMQ
10828,10828,70010886,"{'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '300', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '2', 'AGL_COMPRIMENTO': '450'}",3,[657],[0.25],"PL CC 8405/000 450X300X2,0 NE",PL,CCSBALMQ
10829,10829,70010888,"{'AGL_COMPRIMENTO': '400', 'AGL_EMBALAGEM': 'NE', 'AGL_LARGURA': '400', 'AGL_REFERENCIA': '8405', 'AGL_ESPESSURA': '90'}",3,[4232],[0.5],"PL CC 8405/000 400X400X90,0 NE",PL,CCSSECME
10830,10830,70010889,"{'AGL_COMPRIMENTO': '305', 'AGL_EMBALAGEM': 'NE', 'AGL_ESPESSURA': '4,7', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '305'}",3,"[4681, 4681]","[0.16666999999999998, 0.16666999999999998]","PL CC 8405/000 305X305X4,7 NE",PL,CCSBALMQ
10831,10831,70010890,"{'AGL_ESPESSURA': '6', 'AGL_EMBALAGEM': 'NE', 'AGL_COMPRIMENTO': '300', 'AGL_REFERENCIA': '8405', 'AGL_LARGURA': '300'}",3,[922],[0.16666999999999998],"PL CC 8405/000 300X300X6,0 NE",PL,CCSSECME
