Nome planejador,Status ordem de produção,Tipo de Ordem de produção/planeada,Ordem Venda / Transferência,Item OV/Transferência,Ship to,Responsável SAC,Ordem de produção / planeada,Data-base do início,Data-base do fim,Data desejada de saída de mercadoria,Semana saída de mercadoria,Material de produção,Texto breve de material,Quantidade total da ordem,Componente,Descritivo componente,Qtd.necessária,Descritivo de Centro de Trabalho,Centro de trabalho,Duração da operação,País Destino,Quantidade fornecida ordem de produção
CNM - Transformaçã,ABER,ZNRL,3823000856,50,,,1600108782,24/12/2021,24/12/2021,,0,70006865,"PL CI 5608/000 915X610X5,8 NE",2 880.000,70023275,"RL CI 5608/000 610X5,8 NE",2 649.600,CNM-SHEETER 2,CNMSHT02,5.760,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000856,50,,,1600108783,24/12/2021,25/12/2021,,0,70023275,"RL CI 5608/000 610X5,8 NE",2 649.600,70025433,CL CI 5608 1220X950 NE,12.404,CNM-LAMINADORAS ROLOS,CNMLAMRL,8.029,,0.000
CNM - Transformaçã,ABER,ZNER,3823000856,60,"Q.E.P. CO., INC.",RFERNANDES,1600108784,24/12/2021,25/12/2021,04/01/2022,202201,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",60.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",60.000,CNM-EMBALAGEM VSM,CNMVSMEB,1.481,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000856,60,,,1600108785,24/12/2021,25/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",60.000,70002818,CL CC 8244 1220X1100 NE,6.060,CNM-LAMINAGEM VSM,CNMVSMRL,1.481,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000856,10,"Q.E.P. CO., INC.",RFERNANDES,1600108786,24/12/2021,25/12/2021,04/01/2022,202201,70004336,"PL CC 8403/000 915X610X5,8 03",3 600.000,70023033,"PL CC 8244/000 915X610X5,8 NE",3 600.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,3.462,US,0.000
CNM - Transformaçã,ABER,ZNEP,3823000856,20,"Q.E.P. CO., INC.",RFERNANDES,1600108787,24/12/2021,25/12/2021,04/01/2022,202201,70004994,"PL CC 8403/000 915X610X5,8 06",2 700.000,70023033,"PL CC 8244/000 915X610X5,8 NE",2 700.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.596,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000856,10,,,1600108788,24/12/2021,24/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",3 600.000,70023032,"RL CC 8244/000 610X5,8 NE",3 341.520,CNM-SHEETER 2,CNMSHT02,7.200,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000856,20,,,1600108789,24/12/2021,24/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",2 700.000,70023032,"RL CC 8244/000 610X5,8 NE",2 506.140,CNM-SHEETER 2,CNMSHT02,5.400,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000856,10,,,1600108790,24/12/2021,25/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",3 341.520,70002818,CL CC 8244 1220X1100 NE,10.887,CNM-LAMINADORAS ROLOS,CNMLAMRL,5.346,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000856,20,,,1600108791,24/12/2021,25/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",2 506.140,70002818,CL CC 8244 1220X1100 NE,8.166,CNM-LAMINADORAS ROLOS,CNMLAMRL,4.010,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000855,10,"Q.E.P. CO., INC.",RFERNANDES,1600108760,17/12/2021,18/12/2021,23/12/2021,202151,70004993,"PL CC 8403/000 915X610X11,7 02",900.000,70005774,"PL CC 8403/000 915X610X11,7 NE",900.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.875,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000855,10,,,1600108761,17/12/2021,18/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",900.000,70005513,BL CC 8403/ORT 915X610X250 NE,43.287,CNM-LAMINADORAS PLACAS,CNMLAMPL,2.439,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000855,20,"Q.E.P. CO., INC.",RFERNANDES,1600108762,17/12/2021,18/12/2021,23/12/2021,202151,70004333,"PL CC 8403/000 915X610X11,7 00",1 200.000,70005774,"PL CC 8403/000 915X610X11,7 NE",1 200.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.500,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000855,20,,,1600108763,17/12/2021,18/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",1 200.000,70005513,BL CC 8403/ORT 915X610X250 NE,57.716,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.252,,0.000
CNM - Transformaçã,ABER,ZNVS,3823000855,30,,,1600108764,16/12/2021,18/12/2021,,0,70006758,"RL CI 5608/000 1220X5,8-15,25M NE",1 440.000,70025433,CL CI 5608 1220X950 NE,212.098,CNM-LAMINAGEM VSM,CNMVSMRL,36.000,,0.000
CNM - Transformaçã,ABER,ZNER,3823000855,30,"Q.E.P. CO., INC.",RFERNANDES,1600108765,16/12/2021,18/12/2021,23/12/2021,202151,70005456,"RL CI 5608/000 1220X5,8-15,25M 01",1 440.000,70006758,"RL CI 5608/000 1220X5,8-15,25M NE",1 440.000,CNM-EMBALAGEM VSM,CNMVSMEB,41.143,US,0.000
CNM - Transformaçã,ABER,ZNEP,3823000855,40,"Q.E.P. CO., INC.",RFERNANDES,1600108766,17/12/2021,18/12/2021,23/12/2021,202151,70005454,"PL CI 5608/000 915X610X5,8 04",2 400.000,70006865,"PL CI 5608/000 915X610X5,8 NE",2 400.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.308,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000855,40,,,1600108767,17/12/2021,17/12/2021,,0,70006865,"PL CI 5608/000 915X610X5,8 NE",2 400.000,70023275,"RL CI 5608/000 610X5,8 NE",2 208.000,CNM-SHEETER 2,CNMSHT02,4.800,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000855,40,,,1600108768,17/12/2021,18/12/2021,,0,70023275,"RL CI 5608/000 610X5,8 NE",2 208.000,70025433,CL CI 5608 1220X950 NE,10.337,CNM-LAMINADORAS ROLOS,CNMLAMRL,6.691,,0.000
CNM - Transformaçã,ABER,ZNER,3823000855,70,"Q.E.P. CO., INC.",RFERNANDES,1600108769,17/12/2021,18/12/2021,23/12/2021,202151,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",140.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",140.000,CNM-EMBALAGEM VSM,CNMVSMEB,3.455,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000855,70,,,1600108770,17/12/2021,18/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",140.000,70002818,CL CC 8244 1220X1100 NE,14.140,CNM-LAMINAGEM VSM,CNMVSMRL,3.455,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000855,50,"Q.E.P. CO., INC.",RFERNANDES,1600108771,17/12/2021,18/12/2021,23/12/2021,202151,70004336,"PL CC 8403/000 915X610X5,8 03",1 200.000,70023033,"PL CC 8244/000 915X610X5,8 NE",1 200.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.154,US,0.000
CNM - Transformaçã,ABER,ZNEP,3823000855,60,"Q.E.P. CO., INC.",RFERNANDES,1600108772,17/12/2021,18/12/2021,23/12/2021,202151,70004994,"PL CC 8403/000 915X610X5,8 06",900.000,70023033,"PL CC 8244/000 915X610X5,8 NE",900.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.865,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000855,50,,,1600108773,17/12/2021,17/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",1 200.000,70023032,"RL CC 8244/000 610X5,8 NE",1 113.840,CNM-SHEETER 2,CNMSHT02,2.400,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000855,60,,,1600108774,17/12/2021,17/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",900.000,70023032,"RL CC 8244/000 610X5,8 NE",835.380,CNM-SHEETER 2,CNMSHT02,1.800,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000855,50,,,1600108775,17/12/2021,18/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",1 113.840,70002818,CL CC 8244 1220X1100 NE,3.629,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.782,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000855,60,,,1600108776,17/12/2021,18/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",835.380,70002818,CL CC 8244 1220X1100 NE,2.722,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.337,,0.000
CNM - Transformaçã,ABER,ZNER,3823000854,10,QEP AT KRAUS,RFERNANDES,1600108758,09/12/2021,10/12/2021,27/11/2021,202150,70005456,"RL CI 5608/000 1220X5,8-15,25M 01",468.000,70006758,"RL CI 5608/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,13.371,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000854,10,,,1600108759,09/12/2021,10/12/2021,,0,70006758,"RL CI 5608/000 1220X5,8-15,25M NE",468.000,70025433,CL CI 5608 1220X950 NE,68.932,CNM-LAMINAGEM VSM,CNMVSMRL,11.700,,0.000
CNM - Transformaçã,ABER,ZNER,3823000853,10,QEP AT KRAUS,RFERNANDES,1600108756,17/12/2021,18/12/2021,10/11/2021,202151,70005456,"RL CI 5608/000 1220X5,8-15,25M 01",468.000,70006758,"RL CI 5608/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,13.371,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000853,10,,,1600108757,17/12/2021,18/12/2021,,0,70006758,"RL CI 5608/000 1220X5,8-15,25M NE",468.000,70025433,CL CI 5608 1220X950 NE,68.932,CNM-LAMINAGEM VSM,CNMVSMRL,11.700,,0.000
CNM - Transformaçã,ABER,ZNER,3823000852,10,QEP AT KRAUS,RFERNANDES,1600108754,17/12/2021,18/12/2021,17/11/2021,202151,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000852,10,,,1600108755,17/12/2021,18/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNER,3823000851,10,QEP AT KRAUS,RFERNANDES,1600108752,10/12/2021,11/12/2021,22/11/2021,202150,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000851,10,,,1600108753,10/12/2021,11/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNER,3823000850,10,Q.E.P. AT KRAUS,RFERNANDES,1600108750,10/12/2021,11/12/2021,27/11/2021,202150,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000850,10,,,1600108751,10/12/2021,11/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNLE,3823000843,10,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108666,19/11/2021,20/11/2021,06/12/2021,202149,70000453,"RL CC 8259/000 1372X1,6-488M 01",2.000,70002826,CL CC 8259 1372X1100 NE,1.818,CNM-LAMINADORAS ROLOS,CNMLAMRL,3.279,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000843,20,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108667,19/11/2021,20/11/2021,06/12/2021,202149,70000464,"RL CC 8259/000 1372X3,2-244M 00",14.000,70002826,CL CC 8259 1372X1100 NE,12.753,CNM-LAMINADORAS ROLOS,CNMLAMRL,14.583,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000843,30,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108668,26/11/2021,27/11/2021,06/12/2021,202149,70000463,"RL CC 8259/000 1372X4,8-153M 00",23.000,70002826,CL CC 8259 1372X1100 NE,19.747,CNM-LAMINADORAS ROLOS,CNMLAMRL,15.972,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000843,40,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108669,26/11/2021,27/11/2021,06/12/2021,202149,70000465,"RL CC 8259/000 1372X6,5-122M 00",1.000,70002826,CL CC 8259 1372X1100 NE,0.926,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.299,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000842,10,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108662,05/11/2021,06/11/2021,08/11/2021,202146,70000453,"RL CC 8259/000 1372X1,6-488M 01",1.000,70002826,CL CC 8259 1372X1100 NE,0.909,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.639,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000842,20,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108663,05/11/2021,06/11/2021,08/11/2021,202146,70000464,"RL CC 8259/000 1372X3,2-244M 00",15.000,70002826,CL CC 8259 1372X1100 NE,13.664,CNM-LAMINADORAS ROLOS,CNMLAMRL,15.625,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000842,30,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108664,12/11/2021,13/11/2021,08/11/2021,202146,70000463,"RL CC 8259/000 1372X4,8-153M 00",23.000,70002826,CL CC 8259 1372X1100 NE,19.747,CNM-LAMINADORAS ROLOS,CNMLAMRL,15.972,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000842,40,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108665,12/11/2021,13/11/2021,08/11/2021,202146,70000465,"RL CC 8259/000 1372X6,5-122M 00",1.000,70002826,CL CC 8259 1372X1100 NE,0.926,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.299,US,0.000
CNM - Transformaçã,ABER,ZNER,3823000841,10,Q.E.P. AT KRAUS,RFERNANDES,1600108658,03/12/2021,04/12/2021,10/11/2021,202149,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000841,10,,,1600108659,03/12/2021,04/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNER,3823000840,10,Q.E.P. AT KRAUS,RFERNANDES,1600108656,03/12/2021,04/12/2021,10/11/2021,202149,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000840,10,,,1600108657,03/12/2021,04/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNER,3823000839,10,Q.E.P. AT KRAUS,RFERNANDES,1600108654,26/11/2021,27/11/2021,17/11/2021,202148,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000839,10,,,1600108655,26/11/2021,27/11/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNER,3823000838,10,Q.E.P. AT KRAUS,RFERNANDES,1600108652,26/11/2021,27/11/2021,10/11/2021,202148,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",468.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,CNM-EMBALAGEM VSM,CNMVSMEB,11.550,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000838,10,,,1600108653,26/11/2021,27/11/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",468.000,70002818,CL CC 8244 1220X1100 NE,47.268,CNM-LAMINAGEM VSM,CNMVSMRL,11.550,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000837,10,"Q.E.P. CO., INC.",RFERNANDES,1600108684,10/12/2021,11/12/2021,10/11/2021,202150,70004993,"PL CC 8403/000 915X610X11,7 02",1 350.000,70005774,"PL CC 8403/000 915X610X11,7 NE",1 350.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,2.813,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000837,10,,,1600108685,10/12/2021,11/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",1 350.000,70005513,BL CC 8403/ORT 915X610X250 NE,64.930,CNM-LAMINADORAS PLACAS,CNMLAMPL,3.659,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000837,20,"Q.E.P. CO., INC.",RFERNANDES,1600108686,10/12/2021,11/12/2021,10/11/2021,202150,70004333,"PL CC 8403/000 915X610X11,7 00",1 800.000,70005774,"PL CC 8403/000 915X610X11,7 NE",1 800.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,3.750,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000837,20,,,1600108687,10/12/2021,11/12/2021,,0,70005774,"PL CC 8403/000 915X610X11,7 NE",1 800.000,70005513,BL CC 8403/ORT 915X610X250 NE,86.574,CNM-LAMINADORAS PLACAS,CNMLAMPL,4.878,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000837,40,"Q.E.P. CO., INC.",RFERNANDES,1600108688,10/12/2021,11/12/2021,10/11/2021,202150,70005454,"PL CI 5608/000 915X610X5,8 04",4 320.000,70006865,"PL CI 5608/000 915X610X5,8 NE",4 320.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,4.154,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000837,40,,,1600108689,10/12/2021,10/12/2021,,0,70006865,"PL CI 5608/000 915X610X5,8 NE",4 320.000,70023275,"RL CI 5608/000 610X5,8 NE",3 974.400,CNM-SHEETER 2,CNMSHT02,8.640,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000837,40,,,1600108690,10/12/2021,11/12/2021,,0,70023275,"RL CI 5608/000 610X5,8 NE",3 974.400,70025433,CL CI 5608 1220X950 NE,18.606,CNM-LAMINADORAS ROLOS,CNMLAMRL,12.044,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000837,50,"Q.E.P. CO., INC.",RFERNANDES,1600108691,10/12/2021,11/12/2021,10/11/2021,202150,70005915,"PL CI 5608/000 915X610X5,8 99",900.000,70006865,"PL CI 5608/000 915X610X5,8 NE",900.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.236,US,0.000
CNM - Transformaçã,ABER,ZNRL,3823000837,50,,,1600108692,10/12/2021,10/12/2021,,0,70006865,"PL CI 5608/000 915X610X5,8 NE",900.000,70023275,"RL CI 5608/000 610X5,8 NE",828.000,CNM-SHEETER 2,CNMSHT02,1.800,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000837,50,,,1600108693,10/12/2021,11/12/2021,,0,70023275,"RL CI 5608/000 610X5,8 NE",828.000,70025433,CL CI 5608 1220X950 NE,3.877,CNM-LAMINADORAS ROLOS,CNMLAMRL,2.509,,0.000
CNM - Transformaçã,ABER,ZNER,3823000837,60,"Q.E.P. CO., INC.",RFERNANDES,1600108694,10/12/2021,11/12/2021,10/11/2021,202150,70000740,"RL CC 8244/000 1220X5,8-15,25M 00",160.000,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",160.000,CNM-EMBALAGEM VSM,CNMVSMEB,3.949,US,0.000
CNM - Transformaçã,ABER,ZNVS,3823000837,60,,,1600108695,10/12/2021,11/12/2021,,0,70006685,"RL CC 8244/000 1220X5,8-15,25M NE",160.000,70002818,CL CC 8244 1220X1100 NE,16.160,CNM-LAMINAGEM VSM,CNMVSMRL,3.949,,0.000
CCS,ABER,ZCEM,3823000837,30,"Q.E.P. CO., INC.",RFERNANDES,1600109237,05/11/2021,05/11/2021,10/11/2021,202150,70002196,"PL CC 8403/000 915X610X6,0 01",640.000,70003736,"PL CC 8403/000 915X610X6,0 NE",640.000,CCS-EMBALAGEM MEMOS,CCSEMBME,0.320,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000837,30,,,1600109238,05/11/2021,06/11/2021,,0,70003736,"PL CC 8403/000 915X610X6,0 NE",640.000,70005513,BL CC 8403/ORT 915X610X250 NE,15.766,CNM-LAMINADORAS PLACAS,CNMLAMPL,1.458,,0.000
CNM - Transformaçã,ABER,ZNLE,3823000836,10,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108640,10/12/2021,11/12/2021,22/12/2021,202151,70000453,"RL CC 8259/000 1372X1,6-488M 01",1.000,70002826,CL CC 8259 1372X1100 NE,0.909,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.639,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000836,20,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108641,10/12/2021,11/12/2021,22/12/2021,202151,70000464,"RL CC 8259/000 1372X3,2-244M 00",15.000,70002826,CL CC 8259 1372X1100 NE,13.664,CNM-LAMINADORAS ROLOS,CNMLAMRL,15.625,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000836,30,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108642,17/12/2021,18/12/2021,22/12/2021,202151,70000463,"RL CC 8259/000 1372X4,8-153M 00",23.000,70002826,CL CC 8259 1372X1100 NE,19.747,CNM-LAMINADORAS ROLOS,CNMLAMRL,15.972,US,0.000
CNM - Transformaçã,ABER,ZNLE,3823000836,40,FRANK LOWE RUBBER & GASKET CO,RFERNANDES,1600108643,17/12/2021,18/12/2021,22/12/2021,202151,70000465,"RL CC 8259/000 1372X6,5-122M 00",1.000,70002826,CL CC 8259 1372X1100 NE,0.926,CNM-LAMINADORAS ROLOS,CNMLAMRL,1.299,US,0.000
CNM - Transformaçã,ABER,ZNEP,3823000835,10,NIMBLE TRANSPORT,RFERNANDES,1600108644,03/12/2021,04/12/2021,16/11/2021,202150,70002590,"PL CC 8402/000 915X610X2,5 01",12 992.000,70005764,"PL CC 8402/000 915X610X2,5 NE",12 992.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,5.413,CA,0.000
CNM - Transformaçã,ABER,ZNPL,3823000835,10,,,1600108645,03/12/2021,04/12/2021,,0,70005764,"PL CC 8402/000 915X610X2,5 NE",12 992.000,70005514,BL CC 8402/ORT 915X610X200 NE,166.298,CNM-LAMINADORAS PLACAS,CNMLAMPL,21.404,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000835,20,NIMBLE TRANSPORT,RFERNANDES,1600108646,03/12/2021,04/12/2021,16/11/2021,202150,70004332,"PL CC 8403/000 915X610X3,8 01",7 448.000,70005771,"PL CC 8403/000 915X610X3,8 NE",7 448.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,4.900,CA,0.000
CNM - Transformaçã,ABER,ZNPL,3823000835,20,,,1600108647,03/12/2021,04/12/2021,,0,70005771,"PL CC 8403/000 915X610X3,8 NE",7 448.000,70005513,BL CC 8403/ORT 915X610X250 NE,115.771,CNM-LAMINADORAS PLACAS,CNMLAMPL,16.699,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000835,30,NIMBLE TRANSPORT,RFERNANDES,1600108648,10/12/2021,11/12/2021,16/11/2021,202150,70004337,"PL CC 8403/000 915X610X5,8 04",4 200.000,70023033,"PL CC 8244/000 915X610X5,8 NE",4 200.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,4.038,CA,0.000
CNM - Transformaçã,ABER,ZNRL,3823000835,30,,,1600108650,10/12/2021,10/12/2021,,0,70023033,"PL CC 8244/000 915X610X5,8 NE",4 200.000,70023032,"RL CC 8244/000 610X5,8 NE",3 898.440,CNM-SHEETER 2,CNMSHT02,8.400,,0.000
CNM - Transformaçã,ABER,ZNRL,3823000835,30,,,1600108651,10/12/2021,11/12/2021,,0,70023032,"RL CC 8244/000 610X5,8 NE",3 898.440,70002818,CL CC 8244 1220X1100 NE,12.702,CNM-LAMINADORAS ROLOS,CNMLAMRL,6.237,,0.000
CNM - Transformaçã,ABER,ZNER,3823000834,10,Amorim Deutschland GMBH-GMBH,CBORGES,1600108346,19/11/2021,20/11/2021,02/12/2021,202148,70004913,"RL CC 8210/000 1000X2,8-10M 08",144.000,70006602,"RL CC 8210/000 1000X2,8-10M NE",144.000,CNM-EMBALAGEM MR AUTO,CNMEMBMA,1.800,DE,0.000
CNM - Transformaçã,ABER,ZNMA,3823000834,10,,,1600108347,19/11/2021,20/11/2021,,0,70006602,"RL CC 8210/000 1000X2,8-10M NE",144.000,70006599,"RL CC 8210/000 1000X2,8 NE",1 454.690,CNM-REBOBINADOR MR AUTO,CNMREBMA,1.800,,0.000
CNM - Transformaçã,ABER,ZNMA,3823000834,10,,,1600108348,19/11/2021,20/11/2021,,0,70006599,"RL CC 8210/000 1000X2,8 NE",1 454.690,70003128,CL CC 8210 1000X1100 NE,4.663,CNM-LAMINAGEM MR AUTO,CNMLAMMA,3.637,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000832,10,"W.R.MEADOWS, INC OF PA",RFERNANDES,1600108045,19/11/2021,20/11/2021,04/11/2021,202147,70000322,"PL CC 8781/000 915X610X12,8 02",672.000,70010552,"PL CC 8781/000 915X610X12,8 NE",672.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,1.400,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000832,10,,,1600108046,19/11/2021,20/11/2021,,0,70010552,"PL CC 8781/000 915X610X12,8 NE",672.000,70012004,BL CC 8781/ORT 915X610X210 NE,52.156,CNM-SERRA PLACAS,CNMSERPL,9.600,,0.000
CNM - Transformaçã,ABER,ZNEP,3823000832,20,"W.R.MEADOWS, INC OF PA",RFERNANDES,1600108047,19/11/2021,20/11/2021,04/11/2021,202147,70000323,"PL CC 8781/000 915X610X25,4 03",168.000,70010554,"PL CC 8781/000  915X610X25,4 NE",168.000,CNM-EMBALAGEM PLACAS,CNMEMBPL,0.700,US,0.000
CNM - Transformaçã,ABER,ZNPL,3823000832,20,,,1600108048,19/11/2021,20/11/2021,,0,70010554,"PL CC 8781/000  915X610X25,4 NE",168.000,70012004,BL CC 8781/ORT 915X610X210 NE,24.217,CNM-SERRA PLACAS,CNMSERPL,2.585,,0.000
